ShipmentID,Origin,OriginCountry,OriginRegion,Destination,DestinationCountry,DestinationRegion,PackageID,Weight,Cost,EventTime
83ea67d7-59ea-4f82-802e-bf26112bc431,New York,US,North America,JFK Int. Airport,US,North America,f7807054-575a-40ad-a219-7d9a3ae958b4,24.492945816713707,62.62758280529965,2012-12-27 10:00:00
722c3e2a-f018-4743-9f22-4b91a5084d48,JFK Int. Airport,US,North America,Melbourne Airport,AU,Australia,664247dd-bd1f-4e84-af6c-5bb8601cf8b8,62.61745055280888,844.5085147919885,2013-06-18 01:00:00
09c2638d-4e6e-430c-ace7-4f5219f0d612,Dubai International Airport,AE,Middle East,Dubai,AE,Middle East,e8395ef4-2af6-4340-a77b-92874a648f41,39.627919806107336,99.00148680199781,2010-07-11 18:00:00
23841caf-112d-428b-a95e-6e3f27eb6f60,Los Angeles International Airport,US,North America,Los Angeles,US,North America,1419610d-2574-48c9-86d6-497f71f6fd53,32.16518030299469,61.54587733051091,2011-10-14 00:00:00
5f67aa6e-d1f5-47e9-9351-d2ccf72c1d39,Changi Airport,SG,Asia,Singapore,SG,Asia,28600330-c9ea-43f6-8f0a-17c3d03930c8,66.31959191327435,92.4738712435664,2011-09-29 04:00:00
761909a1-a711-4676-8b1e-89b680409add,Charles de Gaulle Airport,FR,Europe,Paris,FR,Europe,b6a7ff93-2b61-42a1-84e5-2eebef2b660c,55.71772575241438,25.690248609085664,2010-10-02 14:00:00
d5b01e7e-dacf-4156-a156-9ee1c1a79d85,Singapore,SG,Asia,Changi Airport,SG,Asia,c3723f10-aff9-458c-a7d4-cc9069c5e1af,32.20313970974282,49.77913303258011,2012-11-18 01:00:00
0cdfca2d-ccfc-4216-b379-c28c619d6d5e,Changi Airport,SG,Asia,JFK Int. Airport,US,North America,f932953a-9093-4caa-be1c-0552acb8939e,13.465696896690716,407.1946287172863,2011-10-25 12:00:00
34580606-d3b5-4ce9-ab7f-b127324f8956,LaGuardia Airport,US,North America,New York,US,North America,db0c1728-8d1a-48a8-b626-13c9a3cff4b8,30.65144787174742,79.32105792469142,2011-08-29 22:00:00
0f7271ef-a6ad-4b75-8271-30babf5b0e18,JFK Int. Airport,US,North America,New York,US,North America,fb5a2396-8d58-43da-95ef-9764a38cfb01,86.56231659269939,38.94746351589604,2015-01-16 04:00:00
b49c7fde-3ccb-45c6-b964-2a40880e7683,JFK Int. Airport,US,North America,New York,US,North America,9e5b2e6f-a57b-47ed-8e83-910f77419a2e,77.5015438598777,81.92490865994961,2012-07-28 02:00:00
b8f64192-c360-423f-a7be-4343e37a357d,Charles de Gaulle Airport,FR,Europe,Sydney Airport,AU,Australia,aeab8b3d-3b63-4bee-94eb-f170523559d3,55.78325572021956,985.3975189818715,2010-03-19 00:00:00
68413d25-6d2b-46a6-ab73-520f9aff4f97,Berlin Tegel Airport,DE,Europe,JFK Int. Airport,US,North America,9182c9c0-94e1-4964-96f4-9c497e6f25bb,86.44924385930013,91.41604033058303,2014-09-13 05:00:00
