ShipmentID,Origin,OriginCountry,OriginRegion,Destination,DestinationCountry,DestinationRegion,PackageID,Weight,Cost,EventTime
fe2e07d9-0a8c-4733-8747-6d6d2d4a9bfa,Melbourne,AU,Australia,Melbourne Airport,AU,Australia,4973bd7c-818b-42f6-b894-0ad45c9f0e81,90.06071163357255,27.439531990641086,2013-03-14 21:00:00
6f12921a-0667-432b-a253-fe40401aad95,Melbourne Airport,AU,Australia,Melbourne,AU,Australia,33126a34-4b20-4051-865c-40c2a3837aa4,11.34199623063049,47.643318296757144,2010-07-01 01:00:00
5d0fdf0a-0799-4d0c-91ab-acc323983516,New York,US,North America,Newark Airport,US,North America,f125ad7c-2fb3-4be9-b9cc-17dfe2f352be,90.81198684913542,90.35508565978924,2013-03-16 04:00:00
4add8be2-5eec-4cdf-bfcb-e30e44bfdd38,Newark Airport,US,North America,New York,US,North America,f6eaccdc-7fc4-4120-8c51-8b2da31c7f71,23.669882816234157,98.7951252768705,2013-04-09 07:00:00
0eebae08-d8c0-4693-8cd3-0b4f6006a6ee,LaGuardia Airport,US,North America,New York,US,North America,cc565520-fecc-47e7-8d32-c0d4d740396c,18.191295434119482,66.68095630384056,2015-01-28 17:00:00
cdfaf955-ce18-4243-9962-75126f2077d4,Helsinki-Vantaa Airport,FI,North Europe,Helsinki,FI,North Europe,bd9f8cad-2ee2-4c7c-b568-17c62fdc6e59,61.59901607117161,61.82137393033429,2012-10-22 14:00:00
7023ba65-a8a1-415f-bba0-38ce055f947c,Los Angeles International Airport,US,North America,Los Angeles,US,North America,78d7a336-b5e4-46e1-9e14-09f93adf3ed9,45.85571812791307,78.96420841153335,2010-12-18 10:00:00
efdc8c49-92c6-49e1-a80f-1acf34d7601b,JFK Int. Airport,US,North America,New York,US,North America,6d41130f-740a-46c0-ae44-2cc971158d2f,71.01737337080458,9.092978832752364,2011-02-04 17:00:00
0c9e81c5-ca7e-4452-b97e-dd0a17ae808a,New York,US,North America,JFK Int. Airport,US,North America,4acb65cd-939f-4148-8082-907db74a85f6,62.43701117083812,75.72251342893108,2015-06-05 05:00:00
d3b813cb-2382-4abe-9ecd-be0e9c851a05,New York,US,North America,JFK Int. Airport,US,North America,bd922723-b934-4d6d-9dd7-e9ebc68ca8a9,93.492102995728,89.0769817954149,2014-07-11 08:00:00
df4d6680-230e-4212-923a-0c56fe3fc2a1,New York,US,North America,JFK Int. Airport,US,North America,a300c871-c5b7-4626-aaf9-15e5dc4089b3,70.54461850237556,30.62941361775011,2010-12-06 22:00:00
8d8fb528-503d-4468-a103-df11ff882e27,Melbourne,AU,Australia,Melbourne Airport,AU,Australia,95fe1258-6345-465b-ac94-37a118e527bf,49.52848440947507,62.551436154923415,2011-04-18 12:00:00
37cf1977-693f-476c-ab06-15cbe3874025,New York,US,North America,Newark Airport,US,North America,aae77d52-7a3c-4edc-84d0-19c40ac1e7dc,77.84859417626664,46.71819405422249,2010-08-12 08:00:00
a0e848ad-5621-4dfc-9bd2-c74712d0287b,Los Angeles International Airport,US,North America,Los Angeles,US,North America,cafec358-1bbd-4cdf-8ce6-88d901248670,90.75807748484654,44.92520666913502,2013-05-05 22:00:00
0a44c265-070b-40a2-aefa-55c8e42ea990,JFK Int. Airport,US,North America,City of London Airport,UK,Europe,a487d644-0fd0-4003-9749-88533ae27bf3,48.31634123199642,53.54083250591357,2011-09-03 06:00:00
8996fb74-d0a9-42a0-8453-8305402892c2,New York,US,North America,JFK Int. Airport,US,North America,77962754-3dbf-4f08-a896-3344c7d7df1d,4.240732366397437,57.72097072702147,2011-05-12 23:00:00
4a5c2afe-a7ad-41e0-b928-05569186a04b,Singapore,SG,Asia,Changi Airport,SG,Asia,7a0b9497-2d54-4daf-bcaa-747f5587fbdf,63.36923375765199,72.143443848104,2010-11-29 09:00:00
