ShipmentID,Origin,OriginCountry,OriginRegion,Destination,DestinationCountry,DestinationRegion,PackageID,Weight,Cost,EventTime
8b0312fe-d84a-4d63-ba83-501adb13cc6a,Berlin,DE,Europe,Berlin Tegel Airport,DE,Europe,e8a39756-4c66-4fa0-bcda-3d9c2b5e5157,71.73820646707445,44.32867959854515,2011-09-21 10:00:00
2dc71a29-b649-41ea-be8c-ba70e317202b,Singapore,SG,Asia,Changi Airport,SG,Asia,3fb58919-2154-47a0-815b-3311a8c3b626,66.16832404236148,83.17070994340358,2014-06-21 01:00:00
8604dbe1-4c42-4567-b534-8aa77630c5dd,Singapore,SG,Asia,Changi Airport,SG,Asia,ee010977-4d2d-4ba3-8c4e-88e9d4c02e19,69.23791997544785,70.99931672499821,2015-04-02 16:00:00
ed8739f6-5fa6-4c79-9561-a70d89d15339,New York,US,North America,LaGuardia Airport,US,North America,bfaf5317-4f8e-4795-ad7c-f173335e8501,99.99250244759448,90.51629205451852,2010-04-30 06:00:00
db44c6af-42c7-4e99-a7ba-ae13dad36614,JFK Int. Airport,US,North America,New York,US,North America,7ad1022e-0b56-468e-9e21-4ee22749717a,14.855888431500897,9.907770793994185,2011-06-08 13:00:00
539e8a36-6b0c-424e-ae60-c17369699afd,Dubai,AE,Middle East,Dubai International Airport,AE,Middle East,3085f806-eb44-49e7-b46d-ad678dc00393,51.87357870973833,72.540645442507,2011-10-18 06:00:00
7dfb65fb-75ae-4d68-9b3b-72378e2a1927,New York,US,North America,JFK Int. Airport,US,North America,af1a3c52-1939-4b4a-877c-c049ed8a936a,51.67517315750075,4.861230921281678,2011-07-05 21:00:00
44649c99-88e8-4c96-a7a1-083411b688a7,Dubai International Airport,AE,Middle East,Dubai,AE,Middle East,f6844ed0-cb59-47f0-a2f7-ecfe0757bcd6,40.87370256228723,20.332795625549494,2013-07-24 06:00:00
b97de7d1-45ba-4832-ad07-c8ca812e2f53,Dubai,AE,Middle East,Dubai International Airport,AE,Middle East,998859fe-1bdc-449c-be13-76e10cad57fd,61.826137628286226,96.94580239099899,2012-02-16 22:00:00
4343f5e8-9988-4f60-a59a-02bbf87bd22b,Changi Airport,SG,Asia,Singapore,SG,Asia,1624b710-c774-490c-abbb-e8105f3dc126,36.44204849483128,12.054593135653601,2015-06-23 18:00:00
8d877ce1-da6f-4edf-bd68-0baf03ddfeb1,Sydney,AU,Australia,Sydney Airport,AU,Australia,a1e69521-e006-467e-bccf-64305ded3821,47.858871617788964,93.1535914106954,2011-12-28 10:00:00
4d4e4203-f6c9-41fc-a3b8-f3673f6975fa,Sydney Airport,AU,Australia,JFK Int. Airport,US,North America,020dc40e-b60d-40a0-bc49-1d0d9d6509ac,20.19734019397029,367.2033091236491,2013-11-07 05:00:00
20792954-7cf2-468d-b66b-b2f6d39da26c,Paris,FR,Europe,Charles de Gaulle Airport,FR,Europe,40264004-e03a-4b59-a93d-a05047244f59,93.71347464443099,29.162399359675995,2015-03-05 04:00:00
5bff78bb-f12d-41c3-8467-473154733164,Dubai International Airport,AE,Middle East,Dubai,AE,Middle East,baa65c53-5627-4a4d-bb3d-39ed413d74f0,58.83924459446328,61.9636876799328,2014-05-08 11:00:00
9cb3637f-3725-4e22-8774-1cf928bacd42,Los Angeles,US,North America,Los Angeles International Airport,US,North America,bb96db2a-f173-427e-af52-5f7252d59417,59.77153942906538,0.5064951592271827,2015-06-11 09:00:00
68450877-a8b8-4606-866a-e6a0ec651d02,Newark Airport,US,North America,New York,US,North America,0331f4b1-3d1b-4c5d-8633-68a1e0907519,56.513143774133944,21.015947805682643,2012-07-28 20:00:00
f59cdb60-e32e-4210-a458-c4bd2058f7d6,JFK Int. Airport,US,North America,New York,US,North America,fc6b1add-d7a9-43e9-a571-bc6524c855b0,36.63210425389886,64.38146079310341,2013-03-25 19:00:00
fbe4abf6-9738-4f67-abe5-ffe6fd53b80f,Dubai,AE,Middle East,Dubai International Airport,AE,Middle East,6a0cfde6-8db3-4876-9aa4-a49ee378fa44,27.901764104941208,16.512445755725004,2011-05-23 21:00:00
304a1b60-360b-49bb-aaca-98783e121da6,Sydney Airport,AU,Australia,Charles de Gaulle Airport,FR,Europe,3bfc59fd-5e89-4789-b6de-3ecb1f7ed265,24.498759910154575,544.4562264017251,2014-05-24 07:00:00
ca27f0f7-6fa7-4906-9c87-3cf11eb1e0bd,JFK Int. Airport,US,North America,New York,US,North America,cc7ef6b3-486a-48be-b8d8-fd3f89a73360,2.2451986340123575,55.20394197086298,2012-01-03 23:00:00
3d7a9234-8f85-4293-a11b-91f1667646ab,Dubai International Airport,AE,Middle East,Dubai,AE,Middle East,65d43709-af65-4a93-b133-a3c421e8bbe3,50.1823593541622,41.74827511327198,2010-04-22 12:00:00
