ShipmentID,Origin,OriginCountry,OriginRegion,Destination,DestinationCountry,DestinationRegion,PackageID,Weight,Cost,EventTime
71cfdae4-3ad1-4ada-9dfa-99c3691eb16f,Charles de Gaulle Airport,FR,Europe,Sydney Airport,AU,Australia,569d5572-6d31-480b-a708-4cda99d281b8,75.80761763317183,38.37721235984559,2010-04-29 13:00:00
98565ed3-62c0-4129-a930-a05ce380b682,Helsinki-Vantaa Airport,FI,North Europe,Helsinki,FI,North Europe,20eac898-f212-4fb4-9751-a81cad944ad2,21.680752525861656,91.38760916424017,2012-03-04 03:00:00
684d95f2-e4db-4d9f-8892-3de4e9c9d682,Melbourne,AU,Australia,Melbourne Airport,AU,Australia,fdb32409-5267-401c-ad83-aba666cc84b9,7.377632095693332,97.26962608151365,2013-04-24 21:00:00
423c6475-97aa-4ad3-a1c1-d268aac976b9,LaGuardia Airport,US,North America,New York,US,North America,e04012a3-c638-46f8-810f-f63503669768,90.47263348669195,23.796299475890027,2012-09-21 22:00:00
7b2345a3-e0d9-4064-a6ea-a16756f7eb4f,Melbourne Airport,AU,Australia,Changi Airport,SG,Asia,2bdd2270-a126-4a54-8cd8-447db8b0a752,1.3286698713606548,696.1020835621861,2011-03-23 06:00:00
0f07d448-0227-4b64-a8bc-94a570dcf6a5,New York,US,North America,JFK Int. Airport,US,North America,6376af20-4351-468a-8195-3cba8cb6e6cd,5.534249476335839,53.368074981447265,2011-02-01 11:00:00
24f28dcd-a6ec-4c58-87d6-554357c022b3,Berlin,DE,Europe,Berlin Tegel Airport,DE,Europe,150b05a1-96b0-456a-8e29-a1cb137617ba,58.950303220188985,6.924341410847045,2010-02-20 15:00:00
9c3c3436-38b1-4308-8236-a607eb06b318,Narita,JP,East Asia,Narita International Airport,JP,East Asia,28fb849d-acfa-42c0-843d-4f34c2e808a0,68.7549031321689,95.25492380209525,2011-11-25 01:00:00
c121ca49-40cb-4a9c-b16d-a04135d2b561,Dubai,AE,Middle East,Dubai International Airport,AE,Middle East,004f19f3-7642-4e36-bd1c-51f9ccc325e1,35.17105698477059,8.798577314069089,2012-01-17 18:00:00
ab0b8854-c844-42b2-ae84-c12b52348878,JFK Int. Airport,US,North America,New York,US,North America,e1989822-9e42-4fd2-98eb-321e6e260891,39.432291226990756,33.735337575993064,2013-02-23 05:00:00
aafa2c65-c1e8-47b5-9507-53431107f879,Dubai International Airport,AE,Middle East,Los Angeles International Airport,US,North America,957bf701-22e6-4bf8-b4ee-660dcb0440ab,21.086267345035616,679.2560319946883,2014-10-09 06:00:00
1b839ac5-98ca-4b4f-ae74-c28044942049,Los Angeles International Airport,US,North America,Dubai International Airport,AE,Middle East,8a83c9d2-5b43-467d-92a9-6013293838af,28.81530524908892,221.52629868709508,2013-08-03 19:00:00
f56fe499-6924-4f3a-922c-d06e6511000b,New York,US,North America,JFK Int. Airport,US,North America,6d2c7c30-af8d-4d0c-b62d-bf6a590b3b38,85.15997111983016,91.48940018493425,2010-08-17 12:00:00
77d6913f-466f-42d8-a020-8daee85d0cce,Los Angeles,US,North America,Los Angeles International Airport,US,North America,d9ab0090-3f98-4903-8df9-0f3ae8238081,6.151327596008449,71.89330386490678,2012-03-28 06:00:00
df4cf4ba-6fbe-452a-b357-f2fe94ef651d,Tokyo,JP,East Asia,Haneda International Airport,JP,East Asia,2def19cf-f371-4793-bdae-29dc8f29e0fe,47.559490014148466,6.656784370319335,2013-05-20 23:00:00
f797aa87-9d70-4cd6-86b6-4d10558be720,Melbourne,AU,Australia,Melbourne Airport,AU,Australia,6e6bfecb-a5a9-4829-9e93-fd5278c4a59f,91.9548149293246,95.92644781736634,2014-08-23 22:00:00
dc41e54d-a2b0-40aa-82bc-8b1ded05e8d0,Los Angeles International Airport,US,North America,Los Angeles,US,North America,8790a1ec-a543-4767-b714-79cadd369fc4,39.95887192771064,60.007024214437244,2010-05-09 22:00:00
ee12ff87-a357-4335-8ef7-8e45121445b3,Berlin Tegel Airport,DE,Europe,JFK Int. Airport,US,North America,695efa4d-3bcd-493a-bf00-d441bb535a0c,51.91634751345816,564.0604000336331,2013-03-06 11:00:00
abfb58c5-8a40-4810-a5c9-bb698a72b263,JFK Int. Airport,US,North America,New York,US,North America,652852b9-904a-44d6-9683-4e3153648540,29.272679652279855,28.828440865629666,2014-05-24 03:00:00
f2d6cea2-011f-44b7-8ac3-9956e95f151b,New York,US,North America,Newark Airport,US,North America,eac4e546-4782-4aa2-81d0-ff226c72af6f,55.978970853279606,29.89412160881253,2013-08-10 02:00:00
6910e7bb-2bea-4966-871e-c7d1aee8a05b,JFK Int. Airport,US,North America,New York,US,North America,b039d770-2aba-46e4-9fd9-f2c9a0b4f10e,41.28189477426369,70.80380377394351,2014-06-22 09:00:00
4b998dc1-5da0-403a-bde3-17d51be7e448,Newark Airport,US,North America,New York,US,North America,ec965064-ec21-4d0e-b93c-b4e8266167bd,76.93820194396389,28.842705162435635,2010-07-23 02:00:00
bce219d4-72c0-4517-921c-b5723707aa8e,Singapore,SG,Asia,Changi Airport,SG,Asia,822fa540-2036-46d6-bf82-8540c91ec74b,86.91661650517122,55.62015002172529,2015-03-16 12:00:00
94c9ab04-26aa-493b-9fa9-ab54be0ccb15,Tokyo,JP,East Asia,Narita International Airport,JP,East Asia,d20a2837-d080-40fc-9bd6-95e898a9482e,9.920910972476605,26.967721778807707,2010-06-21 13:00:00
801d72fc-fbd3-455f-8a5b-b3c170eaf378,Changi Airport,SG,Asia,Melbourne Airport,AU,Australia,71efc4c9-89d5-46f8-bbae-2c164ed034a5,57.837358331552714,831.4704326859822,2012-08-19 03:00:00
4110ed9e-9cbe-4741-9be0-bb13d51f79b9,Helsinki-Vantaa Airport,FI,North Europe,Newark Airport,US,North America,b015f535-53f6-4502-a408-c04fafd6c890,4.028742268156726,40.40140504159828,2011-09-11 03:00:00
ec284c27-3500-49c6-92b0-6f47c3167045,JFK Int. Airport,US,North America,New York,US,North America,609ba138-1a9e-40c1-91f8-043821543447,96.7802102774176,37.9927008333422,2011-03-05 12:00:00
3726eef3-677d-426b-9b93-a7db9e4656dd,Sydney,AU,Australia,Sydney Airport,AU,Australia,fadf516b-36e3-4735-8757-03c069d3971d,20.87803437725514,8.42574959445621,2013-01-16 18:00:00
edeb50bf-769a-4ada-9cc7-c04b87b09ad9,JFK Int. Airport,US,North America,Changi Airport,SG,Asia,b75fe5db-204e-43fd-b2fa-5641a6673cf3,44.1319706092098,45.361405014305745,2014-11-28 22:00:00
