ShipmentID,Origin,OriginCountry,OriginRegion,Destination,DestinationCountry,DestinationRegion,PackageID,Weight,Cost,EventTime
7ad5e268-3922-4884-ad78-62ed217c03dd,JFK Int. Airport,US,North America,Charles de Gaulle Airport,FR,Europe,8a65ff19-25bf-4dfa-89d0-1b268bcae85f,42.02206555437944,24.289495427288532,2011-01-11 17:00:00
a986d0b0-8a7a-4fc6-a15b-b5c3f83e3adc,Dubai International Airport,AE,Middle East,Dubai,AE,Middle East,d8235714-7ac7-48e8-af10-8d241d03c4d2,90.67506164359257,51.78807712445194,2014-03-22 03:00:00
b7bdf294-e999-4f17-b196-1409f37b535b,JFK Int. Airport,US,North America,New York,US,North America,dbe127dd-6458-473c-abec-812acc060bca,91.95685471811264,3.8010939122033793,2010-01-24 09:00:00
611efdd7-c181-4102-8948-db1fc71b60e2,JFK Int. Airport,US,North America,New York,US,North America,68338cc9-4a10-4972-8f5b-2cc7a9ff314d,74.3902130855049,92.68893504761512,2010-01-17 23:00:00
a1dac103-e1cb-4f7b-afcb-12e306800abe,New York,US,North America,Newark Airport,US,North America,0772d807-4399-4150-8a09-ff7c414fc088,22.71320708522291,46.861382182661856,2011-01-01 10:00:00
759c543f-65a7-4d0b-a3c8-7671dcb8ff22,JFK Int. Airport,US,North America,New York,US,North America,e89c2644-c800-4c4d-ba5e-98ff962f0f1f,51.74626239099857,18.159496695655974,2014-05-20 22:00:00
28d5edd5-6ac9-4a1c-b007-0962be8f918f,Changi Airport,SG,Asia,JFK Int. Airport,US,North America,3c67c8ef-fefe-4d66-b35d-8e4007024f37,32.012748461448616,726.0101230491479,2011-02-12 09:00:00
bdeb0f8d-21a9-4f10-83a6-5cadf6bb09e8,JFK Int. Airport,US,North America,New York,US,North America,9b38f047-172c-4394-ab28-4306cd15785a,59.84887078356338,10.00345168455924,2012-09-20 14:00:00
d025a123-06f5-4200-9f53-4a6bba937515,Paris,FR,Europe,Charles de Gaulle Airport,FR,Europe,07bac615-945b-4092-bee7-a50ffdaf1f0f,43.37692286287642,48.85031179056748,2015-01-25 02:00:00
d91bb77e-2671-4322-b77f-4ef71d450bf3,New York,US,North America,JFK Int. Airport,US,North America,3d66dd8d-1230-48ef-926f-c264ad8ee2eb,37.054350952403766,53.850091114780085,2010-07-18 02:00:00
